casenumber,location,reported_date,month,year,offense_desc,statute_code,statute_desc,counts,reporting_officer,unique_id,violent_cat,property_cat
2023-00501988,POE ST,2023-09-02T10:16:19.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501988-001,None,Larceny-theft
2023-00501987,PINE ST. &  EAST FRANKLIN ST. ST,2023-09-02T06:24:06.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501987-001,None,None
2023-00070772,ALLENS AVE,2023-09-01T15:31:00.000,9,2023,RI Statute Violation,36-M,DAMAGED VEHICLE,1,Central Station,2023-00070772-001,None,None
2023-00501982,UNION ST,2023-09-01T14:30:33.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501982-001,None,None
2023-00501978,100 Block GEORGE M COHAN BLVD,2023-09-01T09:31:20.000,9,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,JGreeno,2023-00501978-001,None,Larceny-theft
2023-00070519,100 Block SABIN ST,2023-08-31T17:02:00.000,8,2023,Fraud,Not Used,"Under Investigation, Offense Pending",0,CSimanski,2023-00070519-001,None,None
2023-00501970,0 Block RUTLAND ST,2023-08-31T12:13:47.000,8,2023,Property Damage,Not Used,No Violations,0,NField,2023-00501970-001,None,None
2023-00501966,0 Block JULIAN,2023-08-30T20:48:16.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501966-001,None,None
2023-00070218,0 Block OF THE ARTS,2023-08-30T17:54:21.000,8,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,CMain,2023-00070218-001,None,Larceny-theft
2023-00070155,0 Block VASSAR ST,2023-08-30T14:02:33.000,8,2023,Property Damage,Not Used,No violations,0,TGomes,2023-00070155-001,None,None
2023-00069898,N MAIN ST,2023-08-29T17:44:00.000,8,2023,RI Statute Violation,36-M,DAMAGED VEHICLE,1,Central Station,2023-00069898-001,None,None
2023-00069851,0 Block PLEASANT VALLEY,2023-08-29T15:02:01.000,8,2023,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,RRaso,2023-00069851-001,None,Larceny-theft
2023-00069754,0 Block WHELAND RD,2023-08-29T09:49:11.000,8,2023,Auto Towed,Not Used,Parking or MV Violation,0,CVingi,2023-00069754-001,None,None
2023-00069731,0 Block PORTLAND ST,2023-08-29T08:19:00.000,8,2023,Trespass,Not Used,No Violations,0,ASantos,2023-00069731-001,None,None
2023-00069592,0 Block DI MARIO DR,2023-08-28T19:16:00.000,8,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MLabutti,2023-00069592-001,None,Larceny-theft
2023-00069512,100 Block OAKLAND AVE,2023-08-28T15:31:20.000,8,2023,Stolen Vehicle\Recovered,Not Used,No Violations,0,IQuinn,2023-00069512-001,None,None
2023-00069229,4800 Block LIEGE ST,2023-08-27T17:06:32.000,8,2023,Fraud,Not Used,"Under Investigation, Offense Pending",0,SCerullo,2023-00069229-001,None,None
2023-00069086,RICOM WAY,2023-08-27T03:22:49.000,8,2023,Dispersals,Not Used,No Violations,0,CAlves,2023-00069086-001,None,None
2023-00501937,FRIENDSHIP ST,2023-08-27T03:03:45.000,8,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501937-001,None,Larceny-theft
2023-00501936,AURORA ST,2023-08-27T02:13:58.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501936-001,None,None
2023-00068789,GLENHAM ST,2023-08-26T15:01:00.000,8,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station,2023-00068789-001,None,Larceny-theft
2023-00501929,100 Block ANGEL ST,2023-08-25T19:39:02.000,8,2023,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField,2023-00501929-001,None,None
2023-00068526,0 Block RANDALL ST,2023-08-25T19:14:00.000,8,2023,Request for Assistance,Not Used,No Violations,0,LGarcia Colon,2023-00068526-001,None,None
2023-00068490,0 Block CANDACE ST,2023-08-25T17:19:00.000,8,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MLabutti,2023-00068490-001,None,Larceny-theft
2023-00501924,100 Block CHATHAM,2023-08-25T09:24:37.000,8,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501924-001,None,Larceny-theft
2023-00068310,SHANLEY HALL,2023-08-24T23:51:41.000,8,2023,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,JBenros,2023-00068310-001,None,Larceny-theft
2023-00068109,500 Block BROADWAY,2023-08-24T11:54:00.000,8,2023,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,LPelaez,2023-00068109-001,None,Burglary
2023-00068012,400 Block PLEASANT VALLEY PKY,2023-08-24T01:26:00.000,8,2023,"Assault,Simple",Not Used,"Under Investigation, Offense Pending",0,AIn,2023-00068012-001,None,None
2023-00067972,600 Block S WATER,2023-08-23T22:54:00.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DPalumbo,2023-00067972-001,None,None
2023-00067607,0 Block DARTMOUTH ST,2023-08-22T22:26:47.000,8,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,2,SSage,2023-00067607-001,None,None
2023-00501906,N & A ST,2023-08-22T15:05:37.000,8,2023,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField,2023-00501906-001,None,None
2023-00067442,0 Block KELLEY ST,2023-08-22T12:26:00.000,8,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,NEastman,2023-00067442-001,None,None
2023-00501903,BROAD ST,2023-08-22T10:30:35.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501903-001,None,None
2023-00067266,MANTON AVE,2023-08-21T19:20:00.000,8,2023,Request for Assistance,Not Used,No violations,0,Central Station,2023-00067266-001,None,None
2023-00067228,FULTON ST  &  ARCADE ST,2023-08-21T16:57:00.000,8,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station,2023-00067228-001,None,Larceny-theft
2023-00067195,0 Block PORTLAND ST,2023-08-21T15:20:00.000,8,2023,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,Central Station,2023-00067195-001,None,None
2023-00067188,ALLENS AVE,2023-08-21T15:03:00.000,8,2023,Request for Assistance,Not Used,No violations,0,Central Station,2023-00067188-001,None,None
2023-00067190,0 Block FINANCE WAY,2023-08-21T15:02:23.000,8,2023,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,DTejada,2023-00067190-001,None,None
2023-00501897,0 Block FAIRBANKS,2023-08-21T14:08:11.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501897-001,None,None
2023-00066950,100 Block CUMBERLAND ST,2023-08-20T21:08:00.000,8,2023,Request for Assistance,Not Used,No Violations,0,RFernandes,2023-00066950-001,None,None
2023-00066904,FRIENDSHIP ST & JOHN PARRINGTON,2023-08-20T18:55:00.000,8,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,DPalumbo,2023-00066904-001,None,None
2023-00501886,100 Block BATH,2023-08-20T15:35:48.000,8,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501886-001,None,Larceny-theft
2023-00501883,200 Block JEWETT,2023-08-20T10:53:45.000,8,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501883-001,None,Larceny-theft
2023-00501881,0 Block SALMON,2023-08-20T09:16:11.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501881-001,None,None
2023-00501880,ATWELLS AVE,2023-08-20T04:26:30.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501880-001,None,None
2023-00066552,HAWKINS ST  &  STATE 146,2023-08-19T20:36:46.000,8,2023,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,FLopez,2023-00066552-001,None,None
2023-00065914,0 Block THOMAS SPANN WAY,2023-08-17T18:52:00.000,8,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,TSavard,2023-00065914-001,None,None
2023-00065906,0 Block ANDEM ST,2023-08-17T18:28:00.000,8,2023,Municipal Code Violation,Sec. 16-3.D,Disorderly Conduct D - Obstruct,1,DPfeiffer,2023-00065906-001,None,None
2023-00065818,0 Block FINANCE WAY,2023-08-17T13:56:00.000,8,2023,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,DTejada,2023-00065818-001,None,None
2023-00065816,TINGLEY STREET,2023-08-17T13:46:00.000,8,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station,2023-00065816-001,None,Larceny-theft
2023-00501862,100 Block OAKLAND AVE,2023-08-17T12:22:50.000,8,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField,2023-00501862-001,None,Larceny-theft
2023-00065441,100 Block BROADWAY,2023-08-16T10:18:00.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2023-00065441-001,None,None
2023-00064787,MARLBOROUGH AVE,2023-08-13T23:53:00.000,8,2023,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,MPesola,2023-00064787-001,None,None
2023-00064481,FRIENDSHIP ST,2023-08-13T03:47:00.000,8,2023,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,Central Station,2023-00064481-001,None,Larceny-theft
2023-00064481,FRIENDSHIP ST,2023-08-13T03:47:00.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2023-00064481-002,None,None
2023-00501835,FRIENDSHIP ST,2023-08-13T02:46:51.000,8,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501835-001,None,Larceny-theft
2023-00501834,CORNER OF SPRUCE AND DALE,2023-08-12T23:35:12.000,8,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501834-001,None,Larceny-theft
2023-00501832,SPRUCE,2023-08-12T22:20:51.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501832-001,None,None
2023-00064140,0 Block KELLEY ST,2023-08-12T10:32:00.000,8,2023,Burglary,11-8-2.3,B&E DWELLING OF PERSON OVER 60,1,DRosso,2023-00064140-001,None,Burglary
2023-00064140,0 Block KELLEY ST,2023-08-12T10:32:00.000,8,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,DRosso,2023-00064140-002,None,None
2023-00064119,0 Block EXCHANGE TER,2023-08-12T08:10:00.000,8,2023,Dispersals,Not Used,No Violations,0,MHames,2023-00064119-001,None,None
2023-00501823,400 Block ELM ST,2023-08-12T03:18:40.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501823-001,None,None
2023-00501820,0 Block 104 OAKLAND AVENUE,2023-08-11T20:36:56.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501820-001,None,None
2023-00063512,200 Block BROADWAY,2023-08-10T12:19:00.000,8,2023,Auto Towed,Not Used,Parking or MV Violation,0,DSepe,2023-00063512-001,None,None
2023-00063486,100 Block CLEVELAND ST,2023-08-10T10:47:00.000,8,2023,Assistance Rendered,Not Used,No Violations,0,MAddai,2023-00063486-001,None,None
2023-00501804,300 Block CORLISS ST,2023-08-09T19:33:46.000,8,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501804-001,None,Larceny-theft
2023-00063285,NIAGARA ST,2023-08-09T16:41:00.000,8,2023,Request for Assistance,Not Used,No violations,0,Central Station,2023-00063285-001,None,None
2023-00063213,SMITH ST,2023-08-09T12:59:00.000,8,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station,2023-00063213-001,None,None
2023-00063185,NEWBURY ST,2023-08-09T10:48:00.000,8,2023,Assistance Rendered,Not Used,No Violations,0,TCalandra,2023-00063185-001,None,None
2023-00063141,S MAIN ST,2023-08-09T03:33:00.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2023-00063141-001,None,None
2023-00063053,0 Block KELLEY ST,2023-08-08T17:29:00.000,8,2023,Tresspassing,11-44-26,WILLFUL TRESPASS,1,MFigueroa,2023-00063053-001,None,None
2023-00062967,SMITH STREET,2023-08-08T10:41:00.000,8,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,Central Station,2023-00062967-001,None,Larceny-theft
2023-00501793,SPRUCE ST,2023-08-08T00:15:26.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501793-001,None,None
2023-00501789,0 Block EXCHANGE TER,2023-08-07T10:48:39.000,8,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00501789-001,None,Larceny-theft
2023-00062632,0 Block PLEASANT VALLEY,2023-08-07T00:01:32.000,8,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,GSans-Souci,2023-00062632-001,None,Larceny-theft
2023-00062470,100 Block RANDALL ST,2023-08-06T15:35:00.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,PHourahan,2023-00062470-001,None,None
2023-00062186,0 Block RUTLAND ST,2023-08-05T21:08:00.000,8,2023,Responding To Disturbance,Not Used,No Violations,0,DMartinez,2023-00062186-001,None,None
2023-00501783,0 Block HARRIET,2023-08-05T19:56:54.000,8,2023,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField,2023-00501783-001,None,None
2023-00501782,0 Block LUONGO SQ,2023-08-05T13:20:15.000,8,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501782-001,None,Larceny-theft
2023-00501781,SPRUCE ST,2023-08-05T03:12:49.000,8,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501781-001,None,Larceny-theft
2023-00061717,0 Block EXCHANGE TER,2023-08-04T15:19:00.000,8,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,JAntoniou,2023-00061717-001,None,Larceny-theft
2023-00061631,DUPONT AVE,2023-08-04T09:03:16.000,8,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,ADeschamps,2023-00061631-001,None,None
2023-00061567,FINANCE WAY &  FRANCIS ST,2023-08-04T00:14:00.000,8,2023,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,3,NAyala,2023-00061567-001,None,None
2023-00061567,FINANCE WAY &  FRANCIS ST,2023-08-04T00:14:00.000,8,2023,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,NAyala,2023-00061567-002,None,None
2023-00061468,400 Block BROADWAY,2023-08-03T16:53:00.000,8,2023,"Fraud, Impersonation",11-41-4,OBT. MONEY-FALSE PRETENSE/PERSONATION/U $1500 - IMPERSONATION,1,Central Station,2023-00061468-001,None,None
2023-00501775,CLIFFORD ST,2023-08-03T16:42:13.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501775-001,None,None
2023-00061411,CRANSTON ST,2023-08-03T14:03:00.000,8,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,EAlarcon,2023-00061411-001,None,None
2023-00061345,0 Block ROGER WILLIAMS GRN,2023-08-03T07:44:00.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,KPoplaski,2023-00061345-001,None,None
2023-00501767,0 Block PROVIDENCE,2023-08-02T17:10:24.000,8,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00501767-001,None,Larceny-theft
2023-00060991,FILLMORE ST,2023-08-01T21:31:00.000,8,2023,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,ABrodeur,2023-00060991-001,None,None
2023-00060991,FILLMORE ST,2023-08-01T21:31:00.000,8,2023,Traffic Violation,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",1,ABrodeur,2023-00060991-002,None,None
2023-00501758,100 Block CONGDON CT,2023-08-01T17:53:48.000,8,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField,2023-00501758-001,None,None
2023-00060749,0 Block OAKLAND AVE,2023-08-01T03:38:00.000,8,2023,Suspicious Person,Not Used,No Violations,0,DPalumbo,2023-00060749-001,None,None
2023-00060532,0 Block WISDOM ST,2023-07-31T10:30:44.000,7,2023,"Assault,Simple",Not Used,"Under Investigation, Offense Pending",0,KWilliams,2023-00060532-001,None,None
2023-00501744,0 Block BERLIN,2023-07-31T06:22:12.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JGreeno,2023-00501744-001,None,None
2023-00060300,WALDO ST,2023-07-30T17:56:00.000,7,2023,Malicious Mischief,Not Used,No violations,0,Central Station,2023-00060300-001,None,None
2023-00501741,ALDRICH ST,2023-07-30T04:34:45.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501741-001,None,Larceny-theft
2023-00060121,0 Block COURTLAND STREET ST,2023-07-30T04:30:47.000,7,2023,Request for Assistance,Not Used,No violations,0,BAucoin,2023-00060121-001,None,None
2023-00060087,BROAD ST,2023-07-30T02:00:00.000,7,2023,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,WSherrill,2023-00060087-001,None,None
2023-00501739,MAGNOLIA ST,2023-07-30T01:46:25.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501739-001,None,None
2023-00501738,0 Block NICHOLAS BROWN YARDS,2023-07-29T17:48:59.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501738-001,None,None
2023-00059772,CASS ST,2023-07-29T01:42:00.000,7,2023,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,WSherrill,2023-00059772-001,None,None
2023-00059733,0 Block PORTLAND ST,2023-07-29T00:00:00.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station,2023-00059733-001,None,Larceny-theft
2023-00501733,"100 Block CALVERLEY ST, PROVIDENCE, ST",2023-07-28T22:45:08.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501733-001,None,Larceny-theft
2023-00501727,200 Block OAKLAND AVE,2023-07-28T15:26:22.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia,2023-00501727-001,None,Larceny-theft
2023-00059573,BRANCH AVE,2023-07-28T13:33:00.000,7,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2023-00059573-001,None,None
2023-00059306,0 Block FINANCE WAY,2023-07-27T13:55:00.000,7,2023,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,CCurrier,2023-00059306-001,None,None
2023-00059272,PARKIS AVE,2023-07-27T12:20:00.000,7,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,JNajarian,2023-00059272-001,None,Motor Vehicle Theft
2023-00059272,PARKIS AVE,2023-07-27T12:20:00.000,7,2023,Traffic Violation,31-9-1,Driving Without Consent of Owner,1,JNajarian,2023-00059272-002,None,None
2023-00059086,0 Block OAKLAND AVE,2023-07-26T19:25:00.000,7,2023,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,EBreault,2023-00059086-001,None,Burglary
2023-00059065,0 Block OAKLAND AVE,2023-07-26T18:07:19.000,7,2023,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,JBenros,2023-00059065-001,None,None
2023-00059065,0 Block OAKLAND AVE,2023-07-26T18:07:19.000,7,2023,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,JBenros,2023-00059065-002,None,Larceny-theft
2023-00058762,1500 Block ELMWOOD,2023-07-25T16:46:00.000,7,2023,Malicious Mischief,Not Used,No violations,0,Central Station,2023-00058762-001,None,None
2023-00058717,CHAPIN AVE &  SERVICE 1 RD,2023-07-25T13:41:00.000,7,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,ESoloman,2023-00058717-001,None,None
2023-00058646,400 Block BROADWAY,2023-07-25T09:27:00.000,7,2023,Larceny - Theft,Not Used,"Under Investigation, Offense Pending",0,INerney,2023-00058646-001,None,Larceny-theft
2023-00501701,0 Block NEWCOMB,2023-07-24T18:10:35.000,7,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MTroia,2023-00501701-001,None,Larceny-theft
2023-00058189,DUKE ST,2023-07-23T19:03:00.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,Central Station,2023-00058189-001,None,Larceny-theft
2023-00058158,DUKE ST,2023-07-23T17:13:00.000,7,2023,Property Damage,Not Used,No violations,0,Central Station,2023-00058158-001,None,None
2023-00058142,0 Block PLEASANT VALLEY PKY,2023-07-23T16:10:00.000,7,2023,Narcotics Violation,Not Used,"Under Investigation, Offense Pending",0,IQuinn,2023-00058142-001,None,None
2023-00058050,0 Block OAKLAND AVE,2023-07-23T09:31:00.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,LRamalho,2023-00058050-001,None,Larceny-theft
2023-00501686,0 Block OSBORN,2023-07-22T09:45:38.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00501686-001,None,None
2023-00501685,SPRUCE ST,2023-07-22T01:31:13.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia,2023-00501685-001,None,Larceny-theft
2023-00501683,FRANCIS ST.,2023-07-21T22:22:56.000,7,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MTroia,2023-00501683-001,None,Larceny-theft
2023-00057491,0 Block PLEASANT VALLEY PKY,2023-07-21T16:55:00.000,7,2023,Suspicious Person,Not Used,No Violations,0,MLabutti,2023-00057491-001,None,None
2023-00057492,NICHOLAS BROWN YARDS  &  OLNEY ST,2023-07-21T15:54:00.000,7,2023,Stolen Vehicle\Recovered,Not Used,No Violations,0,LGarcia Colon,2023-00057492-001,None,None
2023-00057422,0 Block EXCHANGE TER,2023-07-21T14:27:00.000,7,2023,Property Damage,Not Used,No Violations,0,CMain,2023-00057422-001,None,None
2023-00057358,400 Block BROADWAY,2023-07-21T09:31:00.000,7,2023,"Fraud, Swindle",19-9-29,BANK FRAUD,3,RMoroney,2023-00057358-001,None,None
2023-00057358,400 Block BROADWAY,2023-07-21T09:31:00.000,7,2023,Forgery,11-17-1,FORGERY AND COUNTERFEITING IN GENERAL,1,RMoroney,2023-00057358-002,None,None
2023-00057184,0 Block RANGLEY ST,2023-07-20T17:25:08.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ELane,2023-00057184-001,None,Larceny-theft
2023-00057041,0 Block BOWLET ST,2023-07-20T09:25:00.000,7,2023,Assistance Rendered,Not Used,No Violations,0,JPerez,2023-00057041-001,None,None
2023-00501667,100 Block HOPE,2023-07-19T17:23:41.000,7,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00501667-001,None,Larceny-theft
2023-00056806,MOORE ST,2023-07-19T15:08:00.000,7,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station,2023-00056806-001,None,Motor Vehicle Theft
2023-00056743,100 Block OAKLAND AVE,2023-07-19T11:47:00.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,Central Station,2023-00056743-001,None,Larceny-theft
2023-00056732,100 Block PECK ST,2023-07-19T10:50:28.000,7,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,MGammino,2023-00056732-001,None,None
2023-00056729,0 Block WARREN WAY,2023-07-19T10:37:55.000,7,2023,Auto Fire,Not Used,No Violations,0,WPognon,2023-00056729-001,None,None
2023-00056620,PARSONAGE ST,2023-07-18T23:16:00.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2023-00056620-001,None,None
2023-00056620,PARSONAGE ST,2023-07-18T23:16:00.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,Central Station,2023-00056620-002,None,Larceny-theft
2023-00056508,BROAD ST,2023-07-18T17:33:00.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station,2023-00056508-001,None,Larceny-theft
2023-00056446,0 Block RANDALL ST,2023-07-18T15:05:00.000,7,2023,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,Central Station,2023-00056446-001,None,None
2023-00056422,500 Block BROADWAY,2023-07-18T13:07:00.000,7,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station,2023-00056422-001,None,Larceny-theft
2023-00501651,500 Block BROADWAY,2023-07-18T01:17:55.000,7,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00501651-001,None,Larceny-theft
2023-00056235,EUTAW ST,2023-07-17T20:30:00.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2023-00056235-001,None,None
2023-00501649,0 Block CROMWELL AVE,2023-07-17T18:30:19.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501649-001,None,Larceny-theft
2023-00056184,BROAD ST & JOHN J PARTINGTON WAY,2023-07-17T17:11:00.000,7,2023,Municipal Code Violation,Sec. 23-24.,Obstruction of public right-of-way.,1,MCamardo,2023-00056184-001,None,None
2023-00056162,WILLOW ST,2023-07-17T16:13:00.000,7,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station,2023-00056162-001,None,Larceny-theft
2023-00501646,SUMMIT AVE,2023-07-17T13:08:09.000,7,2023,Property Damage,Not Used,No Violations,0,NField,2023-00501646-001,None,None
